iteration,best_f,iter_best_f,pher_max,pher_avg,pher_min,best_avg_delay,best_fall,best_fem,eval_count
43,529.6666666666666,565.6666666666666,24.14070750428897,0.5585267481651404,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2150
44,529.6666666666666,572.6666666666667,24.954975014713543,0.5583791405350126,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2200
45,529.6666666666666,566.0,25.711313795760418,0.5594292528550262,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2250
46,529.6666666666666,555.3333333333334,26.128187227830978,0.5609398157294408,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2300
47,529.6666666666666,558.6666666666666,26.030827372888762,0.5607106956645896,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2350
48,529.6666666666666,574.3333333333334,25.924564840372984,0.560316970307615,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2400
49,529.6666666666666,553.6666666666666,25.91887411750215,0.561320012021336,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2450
50,529.6666666666666,569.6666666666665,26.21179142934268,0.561234716323272,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2500
51,529.6666666666666,578.3333333333333,26.06488028695416,0.5599251973213103,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2550
52,529.6666666666666,575.0,25.957781663680475,0.5590785765176545,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2600
53,529.6666666666666,558.3333333333334,26.313048119551613,0.5608447300386445,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2650
54,529.6666666666666,555.0,25.83882553922575,0.5646711253462956,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2700
55,529.6666666666666,565.3333333333333,25.715415236376653,0.5644689949859856,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2750
56,529.6666666666666,536.3333333333334,26.31298692553032,0.5647897821201925,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2800
57,529.6666666666666,561.0,26.38343179646149,0.5643097780822116,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2850
58,529.6666666666666,551.6666666666666,26.304586331004664,0.5654105429727313,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2900
59,529.6666666666666,546.3333333333334,26.247501298232553,0.5663464039231605,0.001,9.866666666666667,493.3333333333333,36.333333333333336,2950
60,529.6666666666666,545.0,26.302815393733603,0.5686409294955805,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3000
61,529.6666666666666,550.3333333333334,26.343230506721948,0.570362060051007,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3050
62,529.6666666666666,562.6666666666666,25.9550327212302,0.5704913405029081,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3100
63,529.6666666666666,556.0,25.89958048098302,0.5711709065630212,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3150
64,529.6666666666666,548.0,25.586881278884086,0.573271649876586,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3200
65,529.6666666666666,546.3333333333334,26.02190866634315,0.5739393914453659,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3250
66,529.6666666666666,537.0,26.45475830703952,0.5733537125297762,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3300
67,529.6666666666666,560.0,26.257366501884817,0.5725438617136246,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3350
68,529.6666666666666,540.6666666666666,26.345723183986124,0.5735773025748588,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3400
69,529.6666666666666,534.3333333333334,27.11066220788261,0.5750789266612021,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3450
70,529.6666666666666,569.6666666666666,27.149808329283694,0.5731016880623556,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3500
71,529.6666666666666,559.6666666666666,27.312236264372373,0.5709646171433855,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3550
72,529.6666666666666,536.3333333333333,26.80213538049935,0.570391073598927,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3600
73,529.6666666666666,554.6666666666666,26.69621405452059,0.5712649822726448,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3650
74,529.6666666666666,551.6666666666666,26.50436941617894,0.5697353563310773,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3700
75,529.6666666666666,552.6666666666666,26.621692509990304,0.5703883354713267,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3750
76,529.6666666666666,543.3333333333334,26.34333228235096,0.5705159279935441,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3800
77,529.6666666666666,555.3333333333334,26.27422448766928,0.5725782745327587,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3850
78,529.6666666666666,554.3333333333334,26.394519610939945,0.5712342553817225,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3900
79,529.6666666666666,552.0,26.833668876752355,0.5735285267611347,0.001,9.866666666666667,493.3333333333333,36.333333333333336,3950
80,529.6666666666666,558.3333333333334,26.67809317873613,0.5730063725540924,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4000
81,529.6666666666666,541.6666666666666,26.703617262486667,0.5718802257347211,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4050
82,529.6666666666666,547.6666666666666,26.64137386966153,0.5728402242598262,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4100
83,529.6666666666666,543.3333333333334,26.5915330516629,0.5733553325180902,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4150
84,529.6666666666666,559.6666666666667,26.64219733404189,0.5717008219654471,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4200
85,529.6666666666666,550.0,25.903108185194522,0.5725382366264392,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4250
86,529.6666666666666,553.0,25.13227385838055,0.5733374767199261,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4300
87,529.6666666666666,555.0,25.184890742122473,0.5728127326394542,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4350
88,529.6666666666666,537.3333333333334,25.569415059097317,0.5733419923466363,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4400
89,529.6666666666666,557.0000000000001,25.86938885420279,0.5740443026472077,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4450
90,529.6666666666666,552.6666666666667,26.118906316120256,0.5762911931068825,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4500
91,529.6666666666666,540.3333333333334,26.337404771825796,0.5785237439487755,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4550
92,529.6666666666666,550.0,26.350844432250764,0.5774111861744815,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4600
93,529.6666666666666,561.3333333333334,26.531261680536264,0.5771186720148508,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4650
94,529.6666666666666,562.0000000000001,26.66914845236591,0.5770231811854376,0.001,9.866666666666667,493.3333333333333,36.333333333333336,4700
95,525.0,525.0,26.53703419964224,0.5785050914791185,0.001,9.586666666666668,479.33333333333337,45.66666666666667,4750
96,525.0,541.0,26.63018302850607,0.5792370251364632,0.001,9.586666666666668,479.33333333333337,45.66666666666667,4800
97,525.0,570.0,26.79196131919239,0.5779826692170105,0.001,9.586666666666668,479.33333333333337,45.66666666666667,4850
98,525.0,555.3333333333334,26.990880922583667,0.5793137505722772,0.001,9.586666666666668,479.33333333333337,45.66666666666667,4900
99,525.0,545.0,27.117324464062637,0.5795836983147123,0.001,9.586666666666668,479.33333333333337,45.66666666666667,4950
100,525.0,550.6666666666667,27.76267353717654,0.5815355728961449,0.001,9.586666666666668,479.33333333333337,45.66666666666667,5000
