iteration,best_f,iter_best_f,pher_max,pher_avg,pher_min,eval_count
67,159.59580036527285,170.6068066035202,0.01556703222820136,0.001485567740939949,0.001,6030
68,159.59580036527285,165.6023534439197,0.015567032228201381,0.0014855677409400078,0.001,6120
69,159.59580036527285,173.74135384592208,0.01556703222820139,0.0014855677409400315,0.001,6210
70,159.59580036527285,169.66135341324926,0.015567032228201393,0.001485567740940041,0.001,6300
71,159.59580036527285,170.8222507546879,0.015567032228201395,0.0014855677409400443,0.001,6390
72,159.59580036527285,170.76922495876607,0.015567032228201395,0.0014855677409400458,0.001,6480
73,159.59580036527285,170.38332294396326,0.015567032228201395,0.0014855677409400467,0.001,6570
74,159.59580036527285,167.55406791743923,0.015567032228201395,0.0014855677409400469,0.001,6660
75,159.59580036527285,165.19465658208483,0.015567032228201395,0.0014855677409400469,0.001,6750
76,159.59580036527285,169.2225963074919,0.015567032228201395,0.0014855677409400469,0.001,6840
77,159.59580036527285,167.39901068999748,0.015567032228201395,0.0014855677409400469,0.001,6930
78,159.59580036527285,174.63254726873316,0.015567032228201395,0.0014855677409400469,0.001,7020
79,159.59580036527285,167.44781478269445,0.015567032228201395,0.0014855677409400469,0.001,7110
80,159.59580036527285,163.30778800398312,0.015567032228201395,0.0014855677409400469,0.001,7200
81,159.59580036527285,167.52575245829343,0.015567032228201395,0.0014855677409400469,0.001,7290
82,159.59580036527285,162.82609611321354,0.015567032228201395,0.0014855677409400469,0.001,7380
83,159.59580036527285,163.96823977152187,0.015567032228201395,0.0014855677409400469,0.001,7470
84,159.59580036527285,170.16552254359152,0.015567032228201395,0.0014855677409400469,0.001,7560
85,159.59580036527285,169.7693052312926,0.015567032228201395,0.0014855677409400469,0.001,7650
86,159.59580036527285,162.88159516643327,0.015567032228201395,0.0014855677409400469,0.001,7740
87,159.59580036527285,169.40098385157444,0.015567032228201395,0.0014855677409400469,0.001,7830
88,159.59580036527285,162.1943906526108,0.015567032228201395,0.0014855677409400469,0.001,7920
89,159.59580036527285,168.90677919451423,0.015567032228201395,0.0014855677409400469,0.001,8010
90,159.59580036527285,168.6887614301089,0.015567032228201395,0.0014855677409400469,0.001,8100
91,159.59580036527285,169.92785328190035,0.015567032228201395,0.0014855677409400469,0.001,8190
92,159.59580036527285,168.39123233749214,0.015567032228201395,0.0014855677409400469,0.001,8280
93,159.59580036527285,160.3142628013518,0.015567032228201395,0.0014855677409400469,0.001,8370
94,159.59580036527285,171.75239555949594,0.015567032228201395,0.0014855677409400469,0.001,8460
95,159.59580036527285,169.00127465712268,0.015567032228201395,0.0014855677409400469,0.001,8550
96,159.59580036527285,169.29431514476445,0.015567032228201395,0.0014855677409400469,0.001,8640
97,159.59580036527285,161.73949963000018,0.015567032228201395,0.0014855677409400469,0.001,8730
98,159.59580036527285,169.4440446343,0.015567032228201395,0.0014855677409400469,0.001,8820
99,159.59580036527285,173.67254024897565,0.015567032228201395,0.0014855677409400469,0.001,8910
100,159.59580036527285,170.39628665760242,0.015567032228201395,0.0014855677409400469,0.001,9000
101,159.59580036527285,170.7923871888201,0.015567032228201395,0.0014855677409400469,0.001,9090
102,159.59580036527285,160.61182629704103,0.015567032228201395,0.0014855677409400469,0.001,9180
103,159.59580036527285,171.97485405314583,0.015567032228201395,0.0014855677409400469,0.001,9270
104,159.59580036527285,170.85545494185436,0.015567032228201395,0.0014855677409400469,0.001,9360
105,159.59580036527285,169.76820493437106,0.015567032228201395,0.0014855677409400469,0.001,9450
106,159.59580036527285,170.77059775395546,0.015567032228201395,0.0014855677409400469,0.001,9540
107,159.59580036527285,171.86417662452118,0.015567032228201395,0.0014855677409400469,0.001,9630
108,159.59580036527285,168.04324580904816,0.015567032228201395,0.0014855677409400469,0.001,9720
109,159.59580036527285,163.2091517348023,0.015567032228201395,0.0014855677409400469,0.001,9810
110,159.59580036527285,165.98608994594875,0.015567032228201395,0.0014855677409400469,0.001,9900
111,159.46203835578126,159.46203835578126,0.015574818284769046,0.0014724939428256356,0.001,9990
112,159.46203835578126,173.1118294777762,0.015577932707396106,0.0014672644235798706,0.001,10080
113,159.46203835578126,163.9279393336207,0.01557917847644693,0.0014652550589347895,0.001,10170
114,159.46203835578126,166.0501035534919,0.01557967678406726,0.0014777022033568654,0.001,10260
115,159.46203835578126,172.12341097250976,0.015579876107115392,0.001482681061125696,0.001,10350
116,159.46203835578126,165.83398181542566,0.015579955836334645,0.0014846726042332284,0.001,10440
117,159.46203835578126,166.22771979843225,0.015579987728022347,0.001485469221476241,0.001,10530
118,159.46203835578126,170.9958039885661,0.015580000484697428,0.0014857878683734462,0.001,10620
119,159.46203835578126,165.63622149174998,0.01558000558736746,0.0014859153271323284,0.001,10710
120,159.46203835578126,172.2137187070008,0.015580007628435472,0.0014859663106358812,0.001,10800
121,159.46203835578126,166.80742998243926,0.015580008444862677,0.0014859867040373023,0.001,10890
122,159.46203835578126,171.77356451895582,0.015580008771433559,0.0014859948613978706,0.001,10980
123,159.46203835578126,162.6108351063187,0.01558000890206191,0.0014859981243420981,0.001,11070
124,159.46203835578126,165.50311518681931,0.015580008954313253,0.0014859994295197889,0.001,11160
125,159.46203835578126,161.20634938890998,0.01558000897521379,0.0014859999515908658,0.001,11250
126,159.46203835578126,166.62698161397486,0.015580008983574003,0.0014860001604192958,0.001,11340
127,159.46203835578126,166.31996720979367,0.015580008986918088,0.0014860002439506682,0.001,11430
128,159.46203835578126,165.39634086130349,0.015580008988255723,0.001486000277363217,0.001,11520
129,159.46203835578126,170.2185980150312,0.015580008988790778,0.0014860002907282367,0.001,11610
130,159.46203835578126,168.6029611468382,0.0155800089890048,0.0014860002960742445,0.001,11700
131,159.46203835578126,166.54731520163187,0.015580008989090408,0.0014860002982126478,0.001,11790
132,159.46203835578126,169.01635776032404,0.015580008989124651,0.001486000299068009,0.001,11880
133,159.46203835578126,168.00377734831605,0.015580008989138349,0.0014860002994101535,0.001,11970
134,159.46203835578126,167.57923454111307,0.015580008989143829,0.0014860002995470112,0.001,12060
135,159.46203835578126,167.2835790910503,0.01558000898914602,0.0014860002996017543,0.001,12150
136,159.46203835578126,169.90189989090646,0.015580008989146896,0.0014860002996236515,0.001,12240
137,159.46203835578126,168.13677569559846,0.015580008989147246,0.0014860002996324104,0.001,12330
138,159.46203835578126,167.61242447847073,0.015580008989147387,0.0014860002996359143,0.001,12420
139,159.46203835578126,165.8294471638415,0.015580008989147444,0.0014860002996373155,0.001,12510
140,159.46203835578126,163.87034903193302,0.015580008989147465,0.001486000299637876,0.001,12600
141,159.46203835578126,166.67854470994516,0.015580008989147475,0.0014860002996381003,0.001,12690
142,159.46203835578126,167.61616638091158,0.015580008989147479,0.00148600029963819,0.001,12780
143,159.46203835578126,169.7424112068653,0.015580008989147479,0.0014860002996382258,0.001,12870
144,159.46203835578126,169.9076104056849,0.015580008989147479,0.0014860002996382403,0.001,12960
145,159.46203835578126,168.0320987105078,0.015580008989147479,0.0014860002996382458,0.001,13050
146,159.46203835578126,169.6064332567004,0.015580008989147479,0.0014860002996382481,0.001,13140
147,159.46203835578126,161.05264555873026,0.015580008989147479,0.0014860002996382492,0.001,13230
148,159.46203835578126,161.54216710275801,0.015580008989147479,0.0014860002996382497,0.001,13320
149,159.46203835578126,169.95115330767865,0.015580008989147479,0.0014860002996382497,0.001,13410
150,159.46203835578126,171.30261734716106,0.015580008989147479,0.0014860002996382497,0.001,13500
151,159.46203835578126,163.54570185742907,0.015580008989147479,0.0014860002996382497,0.001,13590
152,159.46203835578126,164.44141345002333,0.015580008989147479,0.0014860002996382497,0.001,13680
153,159.46203835578126,169.71304123968827,0.015580008989147479,0.0014860002996382497,0.001,13770
154,159.46203835578126,161.0577144899667,0.015580008989147479,0.0014860002996382497,0.001,13860
155,159.46203835578126,171.08520023955867,0.015580008989147479,0.0014860002996382497,0.001,13950
156,159.46203835578126,169.21309111748042,0.015580008989147479,0.0014860002996382497,0.001,14040
157,159.46203835578126,164.7358635995462,0.015580008989147479,0.0014860002996382497,0.001,14130
158,159.46203835578126,168.68225465205518,0.015580008989147479,0.0014860002996382497,0.001,14220
159,159.46203835578126,165.89220671834767,0.015580008989147479,0.0014860002996382497,0.001,14310
160,159.46203835578126,169.01434290750018,0.015580008989147479,0.0014860002996382497,0.001,14400
161,159.46203835578126,160.0358261860531,0.015580008989147479,0.0014860002996382497,0.001,14490
162,159.46203835578126,175.3830716027636,0.015580008989147479,0.0014860002996382497,0.001,14580
163,159.46203835578126,160.16045071020966,0.015580008989147479,0.0014860002996382497,0.001,14670
164,159.46203835578126,162.89192900021357,0.015580008989147479,0.0014860002996382497,0.001,14760
165,159.46203835578126,164.2818568079623,0.015580008989147479,0.0014860002996382497,0.001,14850
166,159.46203835578126,161.56410080946102,0.015580008989147479,0.0014860002996382497,0.001,14940
167,159.46203835578126,165.37169268837766,0.015580008989147479,0.0014860002996382497,0.001,15030
168,159.46203835578126,169.18920745636325,0.015580008989147479,0.0014860002996382497,0.001,15120
169,159.46203835578126,164.9641523199595,0.015580008989147479,0.0014860002996382497,0.001,15210
170,159.46203835578126,166.76831798739838,0.015580008989147479,0.0014860002996382497,0.001,15300
171,159.46203835578126,169.76618475045254,0.015580008989147479,0.0014860002996382497,0.001,15390
172,159.46203835578126,166.1910393310774,0.015580008989147479,0.0014860002996382497,0.001,15480
173,159.46203835578126,168.4010827521568,0.015580008989147479,0.0014860002996382497,0.001,15570
174,159.46203835578126,166.19146332398952,0.015580008989147479,0.0014860002996382497,0.001,15660
175,159.46203835578126,163.08688818629142,0.015580008989147479,0.0014860002996382497,0.001,15750
176,159.46203835578126,167.85290199008085,0.015580008989147479,0.0014860002996382497,0.001,15840
177,159.46203835578126,168.05647229244505,0.015580008989147479,0.0014860002996382497,0.001,15930
178,159.46203835578126,169.1851505867436,0.015580008989147479,0.0014860002996382497,0.001,16020
179,159.46203835578126,164.37367804127916,0.015580008989147479,0.0014860002996382497,0.001,16110
180,159.46203835578126,167.1273546070216,0.015580008989147479,0.0014860002996382497,0.001,16200
181,159.46203835578126,167.54150500725365,0.015580008989147479,0.0014860002996382497,0.001,16290
182,159.46203835578126,167.51351466799576,0.015580008989147479,0.0014860002996382497,0.001,16380
183,159.46203835578126,173.9353398574846,0.015580008989147479,0.0014860002996382497,0.001,16470
184,159.46203835578126,170.3151618470927,0.015580008989147479,0.0014860002996382497,0.001,16560
185,159.46203835578126,169.77311784831497,0.015580008989147479,0.0014860002996382497,0.001,16650
186,158.58063929442847,158.58063929442847,0.015631640084346567,0.0014790546694782194,0.001,16740
187,158.58063929442847,166.94091490880675,0.0156522925224262,0.001476276417414207,0.001,16830
188,158.58063929442847,163.9580292162159,0.015660553497658054,0.0014752067082786347,0.001,16920
189,158.58063929442847,162.11402127039779,0.015663857887750796,0.00148340389960104,0.001,17010
190,158.58063929442847,166.75883871802984,0.015665179643787892,0.0014866827761300019,0.001,17100
191,158.58063929442847,168.5632066697386,0.015665708346202734,0.0014879943267415868,0.001,17190
192,158.58063929442847,167.26681110020405,0.015665919827168667,0.0014885189469862206,0.001,17280
193,158.58063929442847,169.55848078100775,0.01566600441955504,0.0014887287950840742,0.001,17370
194,158.58063929442847,163.91354783058705,0.01566603825650959,0.001488812734323216,0.001,17460
195,158.58063929442847,167.2769655012091,0.01566605179129141,0.0014888463100188722,0.001,17550
196,158.58063929442847,165.39250243612832,0.01566605720520414,0.0014888597402971352,0.001,17640
197,158.58063929442847,162.67363931688922,0.01566605937076923,0.00148886511240844,0.001,17730
198,158.58063929442847,173.19958113045578,0.015666060236995266,0.001488867261252962,0.001,17820
199,158.58063929442847,168.3841225416927,0.01566606058348568,0.001488868120790771,0.001,17910
200,158.58063929442847,164.97112146474137,0.015666060722081848,0.0014888684646058945,0.001,18000
201,158.58063929442847,162.87636351581378,0.015666060777520315,0.0014888686021319439,0.001,18090
202,158.58063929442847,166.39741908420035,0.0156660607996957,0.0014888686571423637,0.001,18180
203,158.58063929442847,166.22588228689145,0.015666060808565856,0.0014888686791465315,0.001,18270
204,158.58063929442847,169.79516267494543,0.015666060812113917,0.0014888686879481986,0.001,18360
205,158.58063929442847,170.79869478527158,0.01566606081353314,0.0014888686914688654,0.001,18450
206,158.58063929442847,166.5996396915649,0.01566606081410083,0.0014888686928771324,0.001,18540
207,158.58063929442847,167.06871511861203,0.015666060814327906,0.0014888686934404391,0.001,18630
208,158.58063929442847,159.7523183229636,0.015666060814418736,0.001488868693665762,0.001,18720
209,158.58063929442847,170.83758578753637,0.01566606081445507,0.0014888686937558908,0.001,18810
210,158.58063929442847,166.6072269450391,0.015666060814469602,0.0014888686937919425,0.001,18900
211,158.58063929442847,169.23367419534083,0.015666060814475413,0.001488868693806363,0.001,18990
212,158.58063929442847,168.7417349674213,0.015666060814477738,0.0014888686938121312,0.001,19080
213,158.58063929442847,163.7739951866726,0.015666060814478668,0.0014888686938144384,0.001,19170
214,158.58063929442847,169.89137936519072,0.015666060814479042,0.0014888686938153617,0.001,19260
215,158.58063929442847,167.98989159653027,0.01566606081447919,0.0014888686938157307,0.001,19350
216,158.58063929442847,166.54528116937473,0.01566606081447925,0.0014888686938158784,0.001,19440
217,158.58063929442847,163.77281673430738,0.015666060814479275,0.0014888686938159376,0.001,19530
218,158.58063929442847,168.59067740553297,0.015666060814479285,0.0014888686938159612,0.001,19620
219,158.58063929442847,166.73453824340234,0.01566606081447929,0.0014888686938159706,0.001,19710
220,158.58063929442847,169.70724389226564,0.015666060814479292,0.0014888686938159745,0.001,19800
221,158.58063929442847,162.88993967835398,0.015666060814479292,0.0014888686938159758,0.001,19890
222,158.58063929442847,160.99492879841216,0.015666060814479292,0.0014888686938159764,0.001,19980
223,158.58063929442847,167.2452581717165,0.015666060814479292,0.0014888686938159764,0.001,20070
224,158.58063929442847,163.088550881118,0.015666060814479292,0.0014888686938159769,0.001,20160
225,158.58063929442847,165.86710256764235,0.015666060814479292,0.001488868693815977,0.001,20250
226,158.58063929442847,160.6208349752839,0.015666060814479292,0.001488868693815977,0.001,20340
227,158.58063929442847,161.1935001511369,0.015666060814479292,0.001488868693815977,0.001,20430
228,158.58063929442847,165.35253386563062,0.015666060814479292,0.001488868693815977,0.001,20520
229,158.58063929442847,168.70930521658235,0.015666060814479292,0.001488868693815977,0.001,20610
230,158.58063929442847,161.61824908059012,0.015666060814479292,0.001488868693815977,0.001,20700
231,158.58063929442847,164.75523689018246,0.015666060814479292,0.001488868693815977,0.001,20790
232,158.58063929442847,169.25639572895403,0.015666060814479292,0.001488868693815977,0.001,20880
233,158.58063929442847,165.52137344019454,0.015666060814479292,0.001488868693815977,0.001,20970
234,158.58063929442847,167.20325437752734,0.015666060814479292,0.001488868693815977,0.001,21060
235,158.58063929442847,167.17959627415206,0.015666060814479292,0.001488868693815977,0.001,21150
236,158.58063929442847,163.33029357185632,0.015666060814479292,0.001488868693815977,0.001,21240
237,158.58063929442847,166.30305800354867,0.015666060814479292,0.001488868693815977,0.001,21330
238,158.58063929442847,160.70563712305204,0.015666060814479292,0.001488868693815977,0.001,21420
239,158.58063929442847,166.4229858970225,0.015666060814479292,0.001488868693815977,0.001,21510
240,158.58063929442847,166.37896809997213,0.015666060814479292,0.001488868693815977,0.001,21600
241,158.58063929442847,166.24831758304146,0.015666060814479292,0.001488868693815977,0.001,21690
242,158.58063929442847,162.59751341194084,0.015666060814479292,0.001488868693815977,0.001,21780
243,158.58063929442847,162.29055503611784,0.015666060814479292,0.001488868693815977,0.001,21870
244,158.58063929442847,162.9304338900747,0.015666060814479292,0.001488868693815977,0.001,21960
245,158.58063929442847,165.75413127139836,0.015666060814479292,0.001488868693815977,0.001,22050
246,158.58063929442847,166.10905825867468,0.015666060814479292,0.001488868693815977,0.001,22140
247,158.58063929442847,169.56556290882128,0.015666060814479292,0.001488868693815977,0.001,22230
248,158.58063929442847,169.78574896070603,0.015666060814479292,0.001488868693815977,0.001,22320
249,158.58063929442847,160.22784463758433,0.015666060814479292,0.001488868693815977,0.001,22410
250,158.58063929442847,161.27750221323492,0.015666060814479292,0.001488868693815977,0.001,22500
251,158.58063929442847,163.19355254573213,0.015666060814479292,0.001488868693815977,0.001,22590
252,158.58063929442847,168.516466705492,0.015666060814479292,0.001488868693815977,0.001,22680
253,158.58063929442847,169.96729890666168,0.015666060814479292,0.001488868693815977,0.001,22770
254,158.58063929442847,164.35331267386732,0.015666060814479292,0.001488868693815977,0.001,22860
255,158.58063929442847,168.66371171005568,0.015666060814479292,0.001488868693815977,0.001,22950
256,158.58063929442847,166.03660779603996,0.015666060814479292,0.001488868693815977,0.001,23040
257,158.58063929442847,163.99027475887482,0.015666060814479292,0.001488868693815977,0.001,23130
258,158.58063929442847,162.3019094063473,0.015666060814479292,0.001488868693815977,0.001,23220
259,158.58063929442847,165.61199716939794,0.015666060814479292,0.001488868693815977,0.001,23310
260,158.58063929442847,164.60059473467655,0.015666060814479292,0.001488868693815977,0.001,23400
261,158.58063929442847,168.68327461773592,0.015666060814479292,0.001488868693815977,0.001,23490
262,158.58063929442847,165.5292478810499,0.015666060814479292,0.001488868693815977,0.001,23580
263,158.58063929442847,163.6883495023166,0.015666060814479292,0.001488868693815977,0.001,23670
264,158.58063929442847,168.20323589635726,0.015666060814479292,0.001488868693815977,0.001,23760
265,158.58063929442847,168.11698610797794,0.015666060814479292,0.001488868693815977,0.001,23850
266,158.58063929442847,166.8999379950699,0.015666060814479292,0.001488868693815977,0.001,23940
267,158.58063929442847,163.25488558822582,0.015666060814479292,0.001488868693815977,0.001,24030
268,158.58063929442847,164.7754188592158,0.015666060814479292,0.001488868693815977,0.001,24120
269,158.58063929442847,167.66195324154853,0.015666060814479292,0.001488868693815977,0.001,24210
270,158.58063929442847,165.28606168465015,0.015666060814479292,0.001488868693815977,0.001,24300
271,158.58063929442847,163.80150398273952,0.015666060814479292,0.001488868693815977,0.001,24390
272,158.58063929442847,165.50903344314233,0.015666060814479292,0.001488868693815977,0.001,24480
273,158.58063929442847,168.0138796531202,0.015666060814479292,0.001488868693815977,0.001,24570
274,158.58063929442847,171.74069692679154,0.015666060814479292,0.001488868693815977,0.001,24660
275,153.25461829758117,153.25461829758117,0.015990606438163007,0.0014903535479387673,0.001,24750
276,153.25461829758117,167.5871286684227,0.016120424687636494,0.0014909474895878835,0.001,24840
277,153.25461829758117,161.17854161973352,0.01617235198742589,0.00149118506624753,0.001,24930
278,153.25461829758117,168.46759955159496,0.016193122907341647,0.001500597078915934,0.001,25020
279,153.25461829758117,168.2452522575779,0.01620143127530795,0.0015043782353120836,0.001,25110
280,153.25461829758117,170.2840728236888,0.01620475462249447,0.0015058906978705434,0.001,25200
281,153.25461829758117,156.2026699259083,0.016206083961369078,0.0015064956828939272,0.001,25290
282,153.25461829758117,160.0888648503724,0.016206615696918922,0.0015067376769032808,0.001,25380
283,153.25461829758117,163.19422469572046,0.01620682839113886,0.0015068344745070225,0.001,25470
284,153.25461829758117,160.81739098961023,0.016206913468826835,0.0015068731935485187,0.001,25560
285,153.25461829758117,166.3696716095305,0.016206947499902025,0.0015068886811651174,0.001,25650
286,153.25461829758117,164.30972172034456,0.0162069611123321,0.0015068948762117567,0.001,25740
287,153.25461829758117,168.42159248924827,0.01620696655730413,0.0015068973542304127,0.001,25830
288,153.25461829758117,167.94280227506246,0.016206968735292943,0.0015068983454378751,0.001,25920
289,153.25461829758117,166.78235491118528,0.01620696960648847,0.00150689874192086,0.001,26010
290,153.25461829758117,171.1687687590203,0.016206969954966677,0.001506898900514054,0.001,26100
291,153.25461829758117,160.37077307212772,0.01620697009435796,0.0015068989639513313,0.001,26190
292,153.25461829758117,166.25743601623978,0.016206970150114474,0.0015068989893262425,0.001,26280
293,153.25461829758117,166.52380040232475,0.01620697017241708,0.001506898999476207,0.001,26370
294,153.25461829758117,163.7928794570481,0.016206970181338123,0.0015068990035361927,0.001,26460
295,153.25461829758117,157.20956391838857,0.01620697018490654,0.0015068990051601869,0.001,26550
296,153.25461829758117,161.26468252458343,0.016206970186333908,0.0015068990058097849,0.001,26640
297,153.25461829758117,161.53057680610547,0.016206970186904854,0.0015068990060696239,0.001,26730
298,153.25461829758117,169.42917936307097,0.016206970187133234,0.0015068990061735594,0.001,26820
299,153.25461829758117,162.52482267192067,0.016206970187224584,0.0015068990062151336,0.001,26910
300,153.25461829758117,166.8552131577558,0.016206970187261124,0.0015068990062317633,0.001,27000
301,153.25461829758117,170.06339256894216,0.01620697018727574,0.0015068990062384153,0.001,27090
302,153.25461829758117,165.54134512357166,0.016206970187281587,0.0015068990062410761,0.001,27180
303,153.25461829758117,167.94260137255318,0.016206970187283926,0.0015068990062421402,0.001,27270
304,153.25461829758117,167.9092650014497,0.016206970187284862,0.001506899006242566,0.001,27360
305,153.25461829758117,171.5811144902603,0.016206970187285237,0.0015068990062427363,0.001,27450
306,153.25461829758117,167.21519561060302,0.016206970187285386,0.0015068990062428044,0.001,27540
307,153.25461829758117,168.0166154549501,0.016206970187285445,0.001506899006242832,0.001,27630
308,153.25461829758117,166.90831100681473,0.01620697018728547,0.0015068990062428425,0.001,27720
309,153.25461829758117,167.8044633412419,0.01620697018728548,0.0015068990062428469,0.001,27810
310,153.25461829758117,166.93824600924404,0.016206970187285483,0.0015068990062428488,0.001,27900
311,153.25461829758117,166.43676300064328,0.016206970187285483,0.0015068990062428492,0.001,27990
312,153.25461829758117,159.80117461586468,0.016206970187285483,0.0015068990062428497,0.001,28080
313,153.25461829758117,167.86896559232906,0.016206970187285483,0.0015068990062428497,0.001,28170
314,153.25461829758117,164.2069513687666,0.016206970187285483,0.0015068990062428497,0.001,28260
315,153.25461829758117,171.14850408475968,0.016206970187285483,0.0015068990062428497,0.001,28350
316,153.25461829758117,169.6670686715936,0.016206970187285483,0.0015068990062428497,0.001,28440
317,153.25461829758117,162.30412293609265,0.016206970187285483,0.0015068990062428497,0.001,28530
318,153.25461829758117,165.08334640755535,0.016206970187285483,0.0015068990062428497,0.001,28620
