Timestamp,Num_Ants,Max_Iterations,Iterations_Run,Alpha,Beta,Rho,Q,Tau_Initial,Elitist_Weight,Convergence_Patience,Best_Fitness,Emergency_Delay,Total_Delay,Avg_Delay_Per_Vehicle,Total_Evaluations,Early_Stopped,Runtime_Seconds
2025-11-25 22:17:04,50,100,100,1.0,2.0,0.3,100.0,0.1,2.0,20,525.0,45.66666666666667,479.33333333333337,9.586666666666668,5000,False,14.784984
2025-11-25 22:17:54,50,100,100,1.0,2.0,0.3,100.0,0.1,2.0,20,525.0,45.66666666666667,479.33333333333337,9.586666666666668,5000,False,14.639111
2025-11-25 22:32:07,50,100,100,1.0,2.0,0.3,100.0,0.1,2.0,20,525.0,45.66666666666667,479.33333333333337,9.586666666666668,5000,False,14.892065
2025-11-25 22:47:00,50,100,100,1.0,2.0,0.3,100.0,0.1,2.0,20,525.0,45.66666666666667,479.33333333333337,9.586666666666668,5000,False,14.977745
