Experiment_Timestamp,Run,SA_Final_Cost,GA_Final_Cost
2025-11-13 20:09:45,46,256.24088725781525,195.79344987785322
2025-11-13 20:09:45,47,252.8872416759738,196.69031351510628
2025-11-13 20:09:45,48,232.63333333333344,200.46706199600936
2025-11-13 20:09:45,49,222.9210864164837,185.6784013253958
2025-11-13 20:09:45,50,229.59126800522665,205.00010728252786
2025-11-13 20:09:45,51,244.2952476738019,204.0127616415582
2025-11-13 20:09:45,52,252.6653382471222,187.00128617854338
2025-11-13 20:09:45,53,237.6,203.8007851615145
2025-11-13 20:09:45,54,218.4811280104352,204.3680234343799
2025-11-13 20:09:45,55,233.0,207.62439052291825
2025-11-13 20:09:45,56,229.21911798642054,211.40000215536088
2025-11-13 20:09:45,57,227.20000000000002,208.00038229591314
2025-11-13 20:09:45,58,267.00000000000006,195.1158977844864
2025-11-13 20:09:45,59,262.5942837304583,196.46796664063666
2025-11-13 20:09:45,60,230.4153031766125,209.4002746570685
2025-11-13 20:09:45,61,230.1089658846268,203.6929220692956
2025-11-13 20:09:45,62,256.44867823148644,204.20710924535118
2025-11-13 20:09:45,63,241.91387737727905,214.40000583356274
2025-11-13 20:09:45,64,244.5406900407943,201.2747950933462
2025-11-13 20:09:45,65,224.32745015161237,198.27100615286784
2025-11-13 20:09:45,66,228.0840547799446,189.91832894298133
2025-11-13 20:09:45,67,256.4,205.4006830494415
2025-11-13 20:09:45,68,249.38452505032004,196.30005907959344
2025-11-13 20:09:45,69,225.87383835174757,223.9620225203962
2025-11-13 20:09:45,70,244.25105666424906,198.4000081003624
2025-11-13 20:09:45,71,234.25168336569516,226.8024896251992
2025-11-13 20:09:45,72,221.4764518319265,192.71808110599446
2025-11-13 20:09:45,73,211.86666666666676,213.90044040970983
2025-11-13 20:09:45,74,269.33333333333337,191.30004193382172
2025-11-13 20:09:45,75,248.60000000000002,230.72379972809296
2025-11-13 20:09:45,76,208.1996338681455,212.1446965177015
2025-11-13 20:09:45,77,229.7793187028563,197.88799641837153
2025-11-13 20:09:45,78,251.8234289722971,215.39817524930663
2025-11-13 20:09:45,79,223.4901911445159,199.12078588690684
2025-11-13 20:09:45,80,252.42006914173592,207.30033594236926
2025-11-13 20:09:45,81,255.60000000000002,205.80001487475542
2025-11-13 20:09:45,82,260.29139792648556,204.07079168935422
2025-11-13 20:09:45,83,244.03060712318117,210.5996794915244
2025-11-13 20:09:45,84,244.84211447226193,191.82163570974325
2025-11-13 20:09:45,85,257.01623235910847,191.5244777143333
2025-11-13 20:09:45,86,248.6165614794764,191.20076531712675
2025-11-13 20:09:45,87,234.60000000000002,209.7971568695345
2025-11-13 20:09:45,88,248.20000000000005,194.73779705907236
2025-11-13 20:09:45,89,217.8,209.01199044549597
2025-11-13 20:09:45,90,219.30393897718892,215.69700027220836
2025-11-13 20:09:45,91,222.92390927732436,202.8037182257932
2025-11-13 20:09:45,92,200.89486105996167,211.93790694344426
2025-11-13 20:09:45,93,257.44859326794693,195.6175998796296
2025-11-13 20:09:45,94,257.7,204.4002656436242
2025-11-13 20:09:45,95,257.04895837417075,209.14082464916999
2025-11-13 20:09:45,96,247.61800962656378,222.6000102599662
2025-11-13 20:09:45,97,252.02775154254132,220.72471711126656
2025-11-13 20:09:45,98,216.3122818750181,209.2443006189548
2025-11-13 20:09:45,99,240.5068959677248,190.86318916099592
2025-11-13 20:09:45,100,268.1567897275034,197.07399367686924
2025-11-13 20:09:45,101,232.20000000000007,212.20000060647945
2025-11-13 20:09:45,102,253.0584909535188,203.00004139110146
2025-11-13 20:09:45,103,235.93273027444815,203.00472092084897
2025-11-13 20:09:45,104,232.46666666666675,202.60023796788698
2025-11-13 20:09:45,105,241.2,198.30856895997184
2025-11-13 20:09:45,106,217.8065438645658,208.21856523131464
2025-11-13 20:09:45,107,256.80000000000007,196.03309349425254
2025-11-13 20:09:45,108,235.58121127453938,204.40717657958243
2025-11-13 20:09:45,109,243.5839135628986,195.6340470337566
2025-11-13 20:09:45,110,228.33578953368578,197.6408151281783
2025-11-13 20:09:45,111,256.40000000000003,185.80073906229723
2025-11-13 20:09:45,112,246.072477864379,201.40003242914568
2025-11-13 20:09:45,113,245.1537140475146,209.59999911648322
2025-11-13 20:09:45,114,293.6913541640035,217.2084681875047
2025-11-13 20:09:45,115,220.4438270241638,210.73190497489128
2025-11-13 20:09:45,116,253.60000000000002,190.0693068702379
2025-11-13 20:09:45,117,216.39999999999998,198.3999942888188
2025-11-13 20:09:45,118,260.60736095790287,198.86866769907968
2025-11-13 20:09:45,119,238.80000000000007,212.0441136437946
2025-11-13 20:09:45,120,233.8,198.31569179168594
2025-11-13 20:09:45,121,222.60000000000002,202.97451351616633
2025-11-13 20:09:45,122,246.0,212.39999667477855
2025-11-13 20:09:45,123,243.6,197.2005124116448
2025-11-13 20:09:45,124,231.00000000000006,196.01594932262725
2025-11-13 20:09:45,125,264.1183389825261,192.57603741819872
2025-11-13 20:09:45,126,238.8797186997093,193.7744616299372
2025-11-13 20:09:45,127,279.2144504302729,201.0000180140234
2025-11-13 20:09:45,128,239.05539707495564,198.65386354056946
2025-11-13 20:09:45,129,275.0492198812192,191.00043335998103
2025-11-13 20:09:45,130,265.8,201.03696466372472
2025-11-13 20:09:45,131,267.4000000000001,180.47004117872206
2025-11-13 20:09:45,132,229.4544182748954,190.3908713276299
2025-11-13 20:09:45,133,238.5478526443351,204.9886607973175
2025-11-13 20:09:45,134,248.33694350839136,199.5434123662215
2025-11-13 20:09:45,135,212.45167874190065,211.94442430604886
2025-11-13 20:09:45,136,237.56891300257954,207.40006032158226
2025-11-13 20:09:45,137,243.8666666666667,212.36084097442333
2025-11-13 20:09:45,138,243.30509786641883,212.0000015627246
2025-11-13 20:09:45,139,237.95554752785452,219.205807300246
2025-11-13 20:09:45,140,228.60000000000002,202.75855953877254
2025-11-13 20:09:45,141,260.4,211.00023786551225
2025-11-13 20:09:45,142,240.3949616246773,185.60017909433216
2025-11-13 20:09:45,143,227.11131772026815,210.75934123906427
2025-11-13 20:09:45,144,243.0916603176511,202.60002120257144
2025-11-13 20:09:45,145,229.31041895671217,198.05373011468942
2025-11-13 20:09:45,146,279.8,214.000003077653
2025-11-13 20:09:45,147,227.2094131080459,198.51875083005336
2025-11-13 20:09:45,148,249.11792503579807,211.60004301705885
2025-11-13 20:09:45,149,252.02421964303517,213.94853787835177
2025-11-13 20:09:45,150,236.00000000000006,207.0004586769358
2025-11-13 20:09:45,151,243.6973539516134,200.2666899397286
2025-11-13 20:09:45,152,246.44525528695434,216.47755674966172
2025-11-13 20:09:45,153,231.701871150268,197.60100693848713
2025-11-13 20:09:45,154,222.40652327612355,195.10841850860413
2025-11-13 20:09:45,155,261.06186015802336,198.27668586325427
2025-11-13 20:09:45,156,229.28627201598854,198.26713802411996
2025-11-13 20:09:45,157,228.66666666666666,206.60052343894557
2025-11-13 20:09:45,158,232.60000000000005,204.00005650820071
2025-11-13 20:09:45,159,255.17516921484963,198.79960196582462
2025-11-13 20:09:45,160,254.54745979656624,204.80060425415397
2025-11-13 20:09:45,161,241.32602593823447,204.07474304480382
2025-11-13 20:09:45,162,246.39999999999998,208.33373665095007
2025-11-13 20:09:45,163,247.53333333333342,199.76093866968816
2025-11-13 20:09:45,164,232.59051129847995,204.68739608439247
2025-11-13 20:09:45,165,212.4666666666667,203.0003015990536
2025-11-13 20:09:45,166,260.6,190.0079347079799
2025-11-13 20:09:45,167,242.21108283561693,204.31355720999662
2025-11-13 20:09:45,168,229.77518380131147,190.60083240602165
2025-11-13 20:09:45,169,235.8548447604428,197.60009596975857
2025-11-13 20:09:45,170,235.99189509271588,194.72144586868245
2025-11-13 20:09:45,171,201.98989388378732,211.44837504351227
2025-11-13 20:09:45,172,230.75978304375528,219.4
2025-11-13 20:09:45,173,224.11839229811375,181.80531144412979
2025-11-13 20:09:45,174,241.40000000000003,192.73762612283525
2025-11-13 20:09:45,175,265.4975796219193,216.60007350430539
2025-11-13 20:09:45,176,231.20000000000007,199.03454095225206
2025-11-13 20:09:45,177,247.55380144817678,203.60100349568665
2025-11-13 20:09:45,178,232.49392839167706,206.11377063728617
2025-11-13 20:09:45,179,231.35410553846805,204.2002393061358
2025-11-13 20:09:45,180,266.68621813884437,212.4000000796691
2025-11-13 20:09:45,181,246.53820769457388,201.20139462858228
2025-11-13 20:09:45,182,217.3909913386331,213.40002625976135
2025-11-13 20:09:45,183,260.4201566924403,197.24022276593593
2025-11-13 20:09:45,184,227.4,209.43312749715545
2025-11-13 20:09:45,185,234.88155183965233,194.62741599131937
2025-11-13 20:09:45,186,236.3238778928401,204.00009693584212
2025-11-13 20:09:45,187,245.34636219502136,214.39990584425607
2025-11-13 20:09:45,188,261.1047028686362,205.60007941814592
2025-11-13 20:09:45,189,234.97003009030146,199.21871715045668
2025-11-13 20:09:45,190,249.559421299388,198.21006550975423
2025-11-13 20:09:45,191,205.8063165480342,196.95342137862522
2025-11-13 20:09:45,192,215.4238466578263,225.59541106056065
2025-11-13 20:09:45,193,224.6,182.55294484100028
2025-11-13 20:09:45,194,248.60000000000002,196.66192764511888
2025-11-13 20:09:45,195,244.15780169956952,196.513464620487
2025-11-13 20:09:45,196,235.88490580218763,203.80112573096613
2025-11-13 20:09:45,197,235.35261299685425,212.67537073410168
2025-11-13 20:09:45,198,222.48373565577185,205.26381339313275
2025-11-13 20:09:45,199,281.02713677177604,211.20155649777664
2025-11-13 20:09:45,200,260.16323656779844,198.30790930067883
2025-11-13 20:21:43,1,224.5536480722754,203.200348117351
2025-11-13 20:21:43,2,235.60000000000005,197.01304659195682
2025-11-13 20:21:43,3,221.9390938871293,197.44037134446052
2025-11-13 20:21:43,4,218.50570995561822,211.40438117932942
2025-11-13 20:21:43,5,259.36569206107526,196.40236724365298
2025-11-13 20:21:43,6,248.60000000000002,196.84655408412192
2025-11-13 20:21:43,7,232.70874777578493,196.8140913607967
2025-11-13 20:21:43,8,245.20000000000005,186.89745791033175
2025-11-13 20:21:43,9,281.85555787050566,206.20169448265386
2025-11-13 20:21:43,10,262.58523606762435,195.20010310182573
2025-11-13 20:21:43,11,215.86744076765393,192.1858861926088
2025-11-13 20:21:43,12,237.2739277743251,209.46666666666667
2025-11-13 20:21:43,13,243.03701156858614,221.84908017777133
2025-11-13 20:21:43,14,209.46523346466614,206.06432835690745
2025-11-13 20:21:43,15,244.35551945770607,199.39573269427586
2025-11-13 20:21:43,16,251.8171222630643,198.20017872504445
2025-11-13 20:21:43,17,245.7921748334405,196.3918122015654
2025-11-13 20:21:43,18,242.31047775940652,193.60048673028456
2025-11-13 20:21:43,19,234.20000000000005,198.40001186001678
2025-11-13 20:21:43,20,248.09829073080704,183.2010870068106
2025-11-13 20:21:43,21,238.56408051630495,185.80855623332744
2025-11-13 20:21:43,22,250.96021648526923,203.40682922091997
2025-11-13 20:21:43,23,218.84387728994045,206.6346846212438
2025-11-13 20:21:43,24,227.20000000000007,193.41753599406871
2025-11-13 20:21:43,25,248.80000000000007,197.59858975904086
2025-11-13 20:21:43,26,225.39999999999998,192.10796301662765
2025-11-13 20:21:43,27,219.96666666666673,210.20050998897432
2025-11-13 20:21:43,28,220.27339531005597,206.62398845636304
2025-11-13 20:21:43,29,222.4666666666667,195.78918083266004
2025-11-13 20:21:43,30,224.57152347339508,191.80288895643824
2025-11-13 20:21:43,31,229.91505103844247,200.6000224751688
2025-11-13 20:21:43,32,223.60000000000008,195.78921739234698
2025-11-13 20:21:43,33,236.81320019091254,202.00953880588668
2025-11-13 20:21:43,34,274.71953954529005,203.24879475257444
2025-11-13 20:21:43,35,264.1837762838847,193.40328810730972
2025-11-13 20:21:43,36,245.1095942530495,200.4680837172642
2025-11-13 20:21:43,37,252.92451867580493,195.40126603910318
2025-11-13 20:21:43,38,256.4000000000001,181.01334726122798
2025-11-13 20:21:43,39,214.00000000000006,197.8011066788469
2025-11-13 20:21:43,40,251.03045027082158,202.9041304822177
2025-11-13 20:21:43,41,234.41080821620142,184.60277793418084
2025-11-13 20:21:43,42,231.00849648471873,195.75401529278435
2025-11-13 20:21:43,43,227.91576206359164,187.41845033520502
2025-11-13 20:21:43,44,247.8311929006855,202.40013758705913
2025-11-13 20:21:43,45,230.7707749042073,181.80025220133157
2025-11-13 20:21:43,46,247.4433084583426,186.2921070463026
2025-11-13 20:21:43,47,225.8725779663169,187.65114957939207
2025-11-13 20:21:43,48,234.55890770178962,188.69969408503658
2025-11-13 20:21:43,49,226.8,179.72820931781933
2025-11-13 20:21:43,50,248.60000000000002,196.80194690221265
2025-11-13 20:21:43,51,244.584061382072,194.86687571466388
2025-11-13 20:21:43,52,267.80321080973397,194.3324247060878
2025-11-13 20:21:43,53,257.84344110448836,181.80786849818426
2025-11-13 20:21:43,54,215.16897115219365,193.78292015895744
2025-11-13 20:21:43,55,224.4868019272272,197.2024249911517
2025-11-13 20:21:43,56,227.02173310814655,187.02135655811415
2025-11-13 20:21:43,57,273.2486347351528,214.40075308165066
2025-11-13 20:21:43,58,231.51625451999104,205.20172307591267
2025-11-13 20:21:43,59,257.8233747880805,187.6041506566303
2025-11-13 20:21:43,60,211.39999999999998,207.3662601168979
2025-11-13 20:21:43,61,229.2921176456513,198.47824720951712
2025-11-13 20:21:43,62,232.76638201692913,197.60518416568152
2025-11-13 20:21:43,63,221.60000000000002,181.0014406406646
2025-11-13 20:21:43,64,230.88342651769332,209.5678608602862
2025-11-13 20:21:43,65,237.90802351618063,196.07426554741937
2025-11-13 20:21:43,66,246.51414367528724,207.89806810660906
2025-11-13 20:21:43,67,240.50522818167926,195.84237417560118
2025-11-13 20:21:43,68,221.53703969245797,195.80218492263455
2025-11-13 20:21:43,69,228.80000000000007,191.30166370936456
2025-11-13 20:21:43,70,260.13481048575596,191.05756853151576
2025-11-13 20:21:43,71,216.50398578065167,203.12121583901896
2025-11-13 20:21:43,72,252.20000000000005,188.20244605118904
2025-11-13 20:21:43,73,249.00000000000003,219.06812224079454
2025-11-13 20:21:43,74,263.8,205.03771207089758
2025-11-13 20:21:43,75,260.13931110352974,197.8000328074585
2025-11-13 20:21:43,76,241.01696664298294,195.72663824666697
2025-11-13 20:21:43,77,230.38706774017663,194.235686708583
2025-11-13 20:21:43,78,237.8,195.95664700125428
2025-11-13 20:21:43,79,227.81186959833124,202.5257131738669
2025-11-13 20:21:43,80,246.58441337728158,204.86062591732133
2025-11-13 20:21:43,81,261.7434584297398,195.3544962509646
2025-11-13 20:21:43,82,238.06258460239843,183.40191802265403
2025-11-13 20:21:43,83,245.44945805356002,201.30672375527666
2025-11-13 20:21:43,84,236.78818441650128,207.80009019601823
2025-11-13 20:21:43,85,221.081574750302,202.26899619602045
2025-11-13 20:21:43,86,234.0456565487487,202.68496943314676
2025-11-13 20:21:43,87,224.80000000000007,196.06691594898214
2025-11-13 20:21:43,88,235.39253216797536,195.8005478492316
2025-11-13 20:21:43,89,259.5,218.10157343926036
2025-11-13 20:21:43,90,243.99948974510147,191.78040384891443
2025-11-13 20:21:43,91,271.944972212066,206.72653092348554
2025-11-13 20:21:43,92,237.54009117640828,214.81362102057204
2025-11-13 20:21:43,93,234.40000000000003,190.20202829082683
2025-11-13 20:21:43,94,239.05448231891822,197.0001483957769
2025-11-13 20:21:43,95,234.80000000000007,190.00109815012397
2025-11-13 20:21:43,96,243.1459038679563,201.70126746841171
2025-11-13 20:21:43,97,244.8,198.5377374997263
2025-11-13 20:21:43,98,239.60000000000002,196.8004188767239
2025-11-13 20:21:43,99,257.80824523253625,198.3038093035496
2025-11-13 20:21:43,100,230.20000000000007,192.09920558685735
2025-11-13 20:21:43,101,236.88936588735416,187.43035067502387
2025-11-13 20:21:43,102,249.40000000000003,201.82149771006266
2025-11-13 20:21:43,103,243.94517210227968,179.6000917420811
2025-11-13 20:21:43,104,246.59610844685972,214.57073083808478
2025-11-13 20:21:43,105,239.32845735227048,193.2006093406312
2025-11-13 20:21:43,106,203.18400618655306,214.29718679800726
2025-11-13 20:21:43,107,262.94197482626714,197.73612275009782
2025-11-13 20:21:43,108,230.0959029524361,192.19923638351167
2025-11-13 20:21:43,109,246.6866890223929,191.20042259355833
2025-11-13 20:21:43,110,290.4876326414858,199.00121442558122
2025-11-13 20:21:43,111,219.63522910482288,206.8001301081777
2025-11-13 20:21:43,112,257.63417492177604,200.84128973424453
2025-11-13 20:21:43,113,258.81479430611023,184.93995230109292
2025-11-13 20:21:43,114,269.2104477519487,188.79940931273285
2025-11-13 20:21:43,115,231.88941450814855,189.09070246189123
2025-11-13 20:21:43,116,229.70124117102134,202.80008781190196
2025-11-13 20:21:43,117,225.84031371020734,190.09847991009119
2025-11-13 20:21:43,118,263.4679411896167,198.47055548348294
2025-11-13 20:21:43,119,252.80979787278972,181.2389381885872
2025-11-13 20:21:43,120,246.70392766690222,199.20181255400493
2025-11-13 20:21:43,121,252.70546296554784,185.20430208647076
2025-11-13 20:21:43,122,217.61307025012604,186.60055398133338
2025-11-13 20:21:43,123,248.84633749563605,192.60379875257397
2025-11-13 20:21:43,124,234.46035090577075,192.39336178345783
2025-11-13 20:21:43,125,235.0,190.23425348302843
2025-11-13 20:21:43,126,252.8,191.80612838708925
2025-11-13 20:21:43,127,272.44902311451693,184.80514386979786
2025-11-13 20:21:43,128,294.0,196.30076352177184
2025-11-13 20:21:43,129,239.89770396933054,184.80190566886694
2025-11-13 20:21:43,130,231.20258752500473,195.8026382229456
2025-11-13 20:21:43,131,259.89769237813596,198.1563814185747
2025-11-13 20:21:43,132,256.0863001552176,196.06725528024342
2025-11-13 20:21:43,133,253.39999999999998,205.60027581916515
2025-11-13 20:21:43,134,230.9381321065788,195.488499930204
2025-11-13 20:21:43,135,222.6696572631966,195.99629818646974
2025-11-13 20:21:43,136,254.0000000000001,194.20042592987994
2025-11-13 20:21:43,137,250.16437530208452,189.60041154429499
2025-11-13 20:21:43,138,238.08391071657954,184.82697911369974
2025-11-13 20:21:43,139,261.57699999078494,194.20536622606366
2025-11-13 20:21:43,140,218.5,196.11276535622954
2025-11-13 20:21:43,141,214.60000000000002,202.76310701348223
2025-11-13 20:21:43,142,242.96779504816217,186.22354174067652
2025-11-13 20:21:43,143,234.20000000000002,195.2008928627346
2025-11-13 20:21:43,144,272.8189556268349,189.71027011291415
2025-11-13 20:21:43,145,260.20156009348455,197.81649302520168
2025-11-13 20:21:43,146,248.27161326369128,199.46346371865798
2025-11-13 20:21:43,147,250.9782308953799,201.0249200769995
2025-11-13 20:21:43,148,239.91540801861552,190.601161063416
2025-11-13 20:21:43,149,231.83051167956535,190.20006645371137
2025-11-13 20:21:43,150,245.81649887781083,212.4003519730321
2025-11-13 20:21:43,151,243.99102875869505,192.00317735552386
2025-11-13 20:21:43,152,190.6846429880133,192.0313463240726
2025-11-13 20:21:43,153,243.03118836284858,190.4002217140681
2025-11-13 20:21:43,154,226.53333333333336,190.3263760786517
2025-11-13 20:21:43,155,245.84379726456422,183.82214464828562
2025-11-13 20:21:43,156,255.74243547886596,210.80005417746628
2025-11-13 20:21:43,157,264.20000000000005,198.80078186309686
2025-11-13 20:21:43,158,237.70825050496234,186.0002107990437
2025-11-13 20:21:43,159,239.6160750283844,200.81764012438146
2025-11-13 20:21:43,160,230.29133528994885,201.10129587803033
2025-11-13 20:21:43,161,261.1072083058154,208.7419569535256
2025-11-13 20:21:43,162,233.6568837562565,197.21761574206698
2025-11-13 20:21:43,163,237.50440835738033,196.63236269591246
2025-11-13 20:21:43,164,226.2702891966713,209.6921159801772
2025-11-13 20:21:43,165,245.55267818780115,191.61098705018543
2025-11-13 20:21:43,166,280.7333333333334,206.88873546608156
2025-11-13 20:21:43,167,206.3400421209788,186.40046045744424
2025-11-13 20:21:43,168,201.40070319712646,197.7842961948812
2025-11-13 20:21:43,169,214.85349419934067,202.09443596458073
2025-11-13 20:21:43,170,256.00000000000006,187.01709499554582
2025-11-13 20:21:43,171,262.61637835063425,193.00230501142852
2025-11-13 20:21:43,172,213.1530825722537,187.19494320343753
2025-11-13 20:21:43,173,234.0915472849361,189.2707496951366
2025-11-13 20:21:43,174,239.53543029065457,189.10221310326887
2025-11-13 20:21:43,175,228.1106810546789,207.78063817485076
2025-11-13 20:21:43,176,285.20000000000005,188.00034079379648
2025-11-13 20:21:43,177,255.76951527291456,195.82832762733716
2025-11-13 20:21:43,178,255.54473832516697,204.40038497761185
2025-11-13 20:21:43,179,267.5791013581097,190.4105276364323
2025-11-13 20:21:43,180,259.00603061948493,188.63067658724674
2025-11-13 20:21:43,181,270.8,207.5991526609459
2025-11-13 20:21:43,182,262.88823174224063,196.12107333729577
2025-11-13 20:21:43,183,255.00000000000009,199.02890581402485
2025-11-13 20:21:43,184,204.28631219233927,197.00066086261052
2025-11-13 20:21:43,185,273.00000000000006,208.15696150340932
2025-11-13 20:21:43,186,267.1523236282782,192.66623806261924
2025-11-13 20:21:43,187,270.3682759230851,181.18622072526304
2025-11-13 20:21:43,188,248.89740800688847,199.6029566423903
2025-11-13 20:21:43,189,252.0497217738082,184.43534194875622
2025-11-13 20:21:43,190,203.8979780290112,184.6013613196722
2025-11-13 20:21:43,191,254.74037609820982,203.793380847117
2025-11-13 20:21:43,192,219.7111949453379,205.92501172624156
2025-11-13 20:21:43,193,227.53604106064358,197.60102406798978
2025-11-13 20:21:43,194,243.4052952563622,188.2029896382009
2025-11-13 20:21:43,195,231.60000000000005,217.594020322924
2025-11-13 20:21:43,196,221.616600005198,209.16935352344194
2025-11-13 20:21:43,197,219.80000000000007,196.413177538448
2025-11-13 20:21:43,198,268.41788557204313,191.29993437472154
2025-11-13 20:21:43,199,240.55129882758732,182.40279639868703
2025-11-13 20:21:43,200,211.64996672250868,197.00324374499064
