stage,iteration,best_fitness,avg_fitness
2,1,60.684124764702716,95.43247276550724
2,2,60.684124764702716,92.03257927464902
2,3,60.684124764702716,96.26318019146679
2,4,60.684124764702716,101.75554260971606
2,5,60.684124764702716,105.0752175433651
2,6,60.684124764702716,106.30253301795868
2,7,60.684124764702716,103.0565354813075
2,8,60.684124764702716,104.67277522205308
2,9,60.684124764702716,103.61101729834428
2,10,60.684124764702716,104.2100240931193
2,11,60.684124764702716,106.45392604864149
2,12,60.684124764702716,105.76754970612375
2,13,60.684124764702716,104.6243854032888
2,14,60.684124764702716,104.46072589419428
2,15,60.684124764702716,104.15870000175316
2,16,60.684124764702716,103.33571771894253
2,17,60.684124764702716,102.690035821309
2,18,60.684124764702716,104.38093006567375
2,19,60.684124764702716,106.08158434048477
2,20,60.684124764702716,105.22109393778427
2,21,60.684124764702716,103.43905566610046
2,22,60.684124764702716,104.8551576034644
2,23,60.684124764702716,104.95625165111349
2,24,60.684124764702716,104.71970284598687
2,25,60.684124764702716,103.81390055414016
2,26,60.684124764702716,104.54552303471777
2,27,60.684124764702716,104.89642417163701
2,28,60.684124764702716,104.58514793016656
2,29,60.684124764702716,105.04578661390782
2,30,60.684124764702716,106.1172678427866
2,31,60.684124764702716,107.04055664519215
2,32,60.684124764702716,105.34580806964304
2,33,60.684124764702716,105.93817093295463
2,34,60.684124764702716,107.47889612919933
2,35,60.684124764702716,106.29503437759459
2,36,60.684124764702716,105.76152462555572
2,37,60.684124764702716,104.69699960782971
2,38,60.684124764702716,106.7825206799325
2,39,60.684124764702716,105.70903539983935
2,40,60.684124764702716,106.29240043166041
2,41,60.684124764702716,106.0698016522354
2,42,60.684124764702716,105.7638033035808
2,43,60.684124764702716,105.87374022088267
2,44,60.684124764702716,106.86695645671385
2,45,60.684124764702716,108.07766127955215
2,46,60.684124764702716,106.74514604941712
2,47,60.684124764702716,105.14771834054953
2,48,60.684124764702716,106.51220931845933
2,49,60.684124764702716,107.87965021706326
2,50,60.684124764702716,105.95014841079036
2,51,60.684124764702716,104.6343812481587
2,52,60.684124764702716,107.28464213350956
2,53,60.684124764702716,109.35677809481504
2,54,60.684124764702716,107.72667129683161
2,55,60.684124764702716,106.6824199820209
2,56,60.684124764702716,109.23039859649505
2,57,60.684124764702716,109.09366468381066
2,58,60.684124764702716,107.00719092667966
2,59,60.684124764702716,106.87931117183001
2,60,60.684124764702716,108.9301286810428
2,61,60.684124764702716,109.91008988896435
2,62,60.684124764702716,108.39036547183883
2,63,60.684124764702716,106.9092986689885
2,64,60.684124764702716,109.8156481562277
2,65,60.684124764702716,108.65180130525013
2,66,60.684124764702716,107.62232037785648
2,67,60.684124764702716,106.77551189308446
2,68,60.684124764702716,110.91630007124178
2,69,60.684124764702716,107.73377700632813
2,70,60.684124764702716,107.8826792637216
2,71,60.684124764702716,108.887508905733
2,72,60.684124764702716,107.79123009853798
2,73,60.684124764702716,107.59089752294844
2,74,60.684124764702716,107.94669698938691
2,75,60.684124764702716,109.49391272194583
2,76,60.684124764702716,108.78751030260577
2,77,60.684124764702716,108.70466080716137
2,78,60.684124764702716,108.22193464097553
2,79,60.684124764702716,108.71211955976507
2,80,60.684124764702716,107.07740540107014
2,81,60.684124764702716,108.20265472941968
2,82,60.684124764702716,106.86613967005287
2,83,60.684124764702716,107.85187168166712
2,84,60.684124764702716,109.04460158704772
2,85,60.684124764702716,107.64656117454243
2,86,60.684124764702716,108.46998674895208
2,87,60.684124764702716,108.15261548130557
2,88,60.684124764702716,108.19371793739681
2,89,60.684124764702716,109.10614809541553
2,90,60.684124764702716,108.4430324511239
2,91,60.684124764702716,108.73497233778252
2,92,60.684124764702716,107.89952231956075
2,93,60.684124764702716,109.16727185823675
2,94,60.684124764702716,107.79894615331166
2,95,60.684124764702716,108.3238452486073
2,96,60.684124764702716,108.2515945316729
2,97,60.684124764702716,108.85697960725172
2,98,60.684124764702716,107.67986941535356
2,99,60.684124764702716,107.92615244154304
2,100,60.684124764702716,107.34445155272925
